Cash flow statement:
ts_code  ann_date f_ann_date  end_date comp_type report_type end_type    net_profit finan_exp c_fr_sale_sg recp_tax_rends  n_depos_incr_fi  n_incr_loans_cb  n_inc_borr_oth_fi prem_fr_orig_contr n_incr_insured_dep n_reinsur_prem n_incr_disp_tfa  ifc_cash_incr n_incr_disp_faas  n_incr_loans_oth_bank  n_cap_incr_repur  c_fr_oth_operate_a  c_inf_fr_operate_a c_paid_goods_s  c_paid_to_for_empl  c_paid_for_taxes  n_incr_clt_loan_adv  n_incr_dep_cbob c_pay_claims_orig_inco  pay_handling_chrg pay_comm_insur_plcy  oth_cash_pay_oper_act  st_cash_out_act  n_cashflow_act  oth_recp_ral_inv_act  c_disp_withdrwl_invest  c_recp_return_invest  n_recp_disp_fiolta n_recp_disp_sobu  stot_inflows_inv_act  c_pay_acq_const_fiolta  c_paid_invest n_disp_subs_oth_biz  oth_pay_ral_inv_act n_incr_pledge_loan  stot_out_inv_act  n_cashflow_inv_act c_recp_borrow  proc_issue_bonds  oth_cash_recp_ral_fnc_act  stot_cash_in_fnc_act  free_cashflow  c_prepay_amt_borr  c_pay_dist_dpcp_int_exp incl_dvd_profit_paid_sc_ms  oth_cashpay_ral_fnc_act  stot_cashout_fnc_act  n_cash_flows_fnc_act  eff_fx_flu_cash  n_incr_cash_cash_equ  c_cash_equ_beg_period  c_cash_equ_end_period c_recp_cap_contrib incl_cash_rec_saims uncon_invest_loss  prov_depr_assets  depr_fa_coga_dpba  amort_intang_assets  lt_amort_deferred_exp  decr_deferred_exp  incr_acc_exp  loss_disp_fiolta loss_scr_fa   loss_fv_chg  invest_loss  decr_def_inc_tax_assets  incr_def_inc_tax_liab decr_inventories  decr_oper_payable  incr_oper_payable      others  im_net_cashflow_oper_act conv_debt_into_cap conv_copbonds_due_within_1y fa_fnc_leases  im_n_incr_cash_equ  net_dism_capital_add net_cash_rece_sec  credit_impa_loss  use_right_asset_dep oth_loss_asset  end_bal_cash  beg_bal_cash  end_bal_cash_equ  beg_bal_cash_equ update_flag
23  000001.SZ  20201022   20201022  20200930         2           1        3           NaN      None         None           None     1.676970e+11     8.850000e+09                NaN               None               None           None            None   1.632850e+11             None           3.386400e+10               NaN        5.619000e+10        5.126670e+11           None        1.405800e+10      2.038000e+10         3.036390e+11              NaN                   None       6.096300e+10                None           1.839900e+10     4.819690e+11    3.069800e+10                   NaN            5.346950e+11          2.894700e+10         254000000.0             None          5.638960e+11            1.695000e+09   5.461260e+11                None                  NaN               None      5.478210e+11        1.607500e+10          None      5.899680e+11                        NaN          5.899680e+11            NaN       5.114500e+11             7.758000e+09                       None                      NaN          5.213240e+11          6.864400e+10    -1.404000e+09          1.140130e+11           1.790580e+11           2.930710e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN                   NaN              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           1
24  000001.SZ  20200828   20200828  20200630         2           1        2  1.367800e+10      None         None           None     7.299800e+10     6.205000e+09                NaN               None               None           None            None   1.061460e+11             None           2.391500e+10               NaN        7.125900e+10        3.222080e+11           None        1.051400e+10      1.538000e+10         2.057160e+11              NaN                   None       4.037500e+10                None           1.099200e+10     3.478740e+11   -2.566600e+10                   NaN            3.712090e+11          1.964400e+10         114000000.0             None          3.909670e+11            7.820000e+08   3.909770e+11                None                  NaN               None      3.917590e+11       -7.920000e+08          None               NaN                        NaN          3.524240e+11            NaN       2.996800e+11             7.128000e+09                       None                      NaN          3.082310e+11          4.419300e+10     8.620000e+08          1.859700e+10           1.790580e+11           1.976550e+11               None                None              None      6.370000e+08       7.330000e+08         4.680000e+08            270000000.0                NaN           NaN        14000000.0        None -9.800000e+07          NaN            -2.450000e+09                    NaN             None      -2.207290e+11       1.522370e+11         NaN             -2.566600e+10               None                        None          None        1.859700e+10                   NaN              None               NaN                  NaN           None  4.878000e+09  5.459000e+09      1.927770e+11      1.735990e+11           1
25  000001.SZ  20200828   20200828  20200630         2           1        2  1.367800e+10      None         None           None     7.299800e+10     6.205000e+09                NaN               None               None           None            None   1.061460e+11             None           2.391500e+10               NaN        7.125900e+10        3.222080e+11           None        1.051400e+10      1.538000e+10         2.057160e+11              NaN                   None       4.037500e+10                None           1.099200e+10     3.478740e+11   -2.566600e+10                   NaN            3.712090e+11          1.964400e+10         114000000.0             None          3.909670e+11            7.820000e+08   3.909770e+11                None                  NaN               None      3.917590e+11       -7.920000e+08          None               NaN                        NaN          3.524240e+11   8.471541e+10       2.996800e+11             7.128000e+09                       None                      NaN          3.082310e+11          4.419300e+10     8.620000e+08          1.859700e+10           1.790580e+11           1.976550e+11               None                None              None      6.370000e+08       7.330000e+08         4.680000e+08            270000000.0                NaN           NaN        14000000.0        None -9.800000e+07          NaN            -2.450000e+09                    NaN             None      -2.207290e+11       1.522370e+11         NaN             -2.566600e+10               None                        None          None        1.859700e+10                   NaN              None      3.785400e+10         1.305000e+09           None  4.878000e+09  5.459000e+09      1.927770e+11      1.735990e+11           0
26  000001.SZ  20200421   20200421  20200331         2           1        1           NaN      None         None           None     1.388700e+11     9.131000e+09                NaN               None               None           None            None   5.077800e+10             None           1.058500e+10               NaN        4.930200e+10        2.649430e+11           None        7.415000e+09      2.214000e+09         1.298730e+11              NaN                   None       1.992200e+10                None           7.814000e+09     2.469540e+11    1.798900e+10                   NaN            1.761300e+11          9.177000e+09         404000000.0             None          1.857110e+11            5.510000e+08   1.875400e+11                None                  NaN               None      1.880910e+11       -2.380000e+09          None      1.965710e+11                        NaN          1.965710e+11            NaN       2.126300e+11             8.740000e+08                       None                      NaN          2.140100e+11         -1.743900e+10     6.120000e+08         -1.218000e+09           1.790580e+11           1.778400e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          2.899000e+09              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
27  000001.SZ  20200214   20200214  20191231         2           1        4  2.819500e+10      None         None           None     2.858500e+11              NaN                NaN               None               None           None            None   2.015270e+11             None           1.311000e+09               NaN        4.638600e+10        5.872140e+11           None        1.809000e+10      2.287900e+10         3.741970e+11              NaN                   None       8.098900e+10                None           2.608300e+10     6.272390e+11   -4.002500e+10                   NaN            4.357110e+11          3.093400e+10         164000000.0             None          4.668090e+11            3.553000e+09   5.653120e+11                None                  NaN               None      5.688650e+11       -1.020560e+11          None      6.093280e+11                        NaN          6.093280e+11   1.409987e+11       4.453440e+11             3.364000e+09                       None                      NaN          4.506610e+11          1.586670e+11     6.710000e+08          1.725700e+10           1.618010e+11           1.790580e+11               None                None              None      1.056000e+09       1.437000e+09         1.307000e+09            597000000.0                NaN           NaN        21000000.0        None  6.600000e+08          NaN            -5.766000e+09                    NaN             None      -4.164970e+11       3.066000e+11         NaN             -4.002500e+10               None                        None          None        1.725700e+10          1.220900e+10              None      5.847100e+10         2.259000e+09           None  5.459000e+09  5.015000e+09      1.735990e+11      1.567860e+11           0
28  000001.SZ  20200214   20200214  20191231         2           1        4  2.819500e+10      None         None           None     2.858500e+11              NaN                NaN               None               None           None            None   2.015270e+11             None           1.311000e+09               NaN        4.638600e+10        5.872140e+11           None        1.809000e+10      2.287900e+10         3.741970e+11              NaN                   None       8.098900e+10                None           2.608300e+10     6.272390e+11   -4.002500e+10                   NaN            4.357110e+11          3.093400e+10         164000000.0             None          4.668090e+11            3.553000e+09   5.653120e+11                None                  NaN               None      5.688650e+11       -1.020560e+11          None      6.093280e+11                        NaN          6.093280e+11   1.409987e+11       4.453440e+11             3.364000e+09                       None                      NaN          4.506610e+11          1.586670e+11     6.710000e+08          1.725700e+10           1.618010e+11           1.790580e+11               None                None              None      1.056000e+09       1.437000e+09         1.307000e+09            597000000.0                NaN           NaN        21000000.0        None  6.600000e+08          NaN            -5.766000e+09                    NaN             None      -4.164970e+11       3.066000e+11         NaN             -4.002500e+10               None                        None          None        1.725700e+10          1.220900e+10              None      5.847100e+10         2.259000e+09           None  5.459000e+09  5.015000e+09      1.735990e+11      1.567860e+11           1
29  000001.SZ  20191022   20191022  20190930         2           1        3           NaN      None         None           None     2.037920e+11              NaN                NaN               None               None           None            None   1.482450e+11             None           8.270000e+08               NaN        4.891500e+10        4.636570e+11           None        1.452200e+10      1.831200e+10         1.885710e+11              NaN                   None       6.046300e+10                None           2.216300e+10     3.791770e+11    8.448000e+10                   NaN            3.323610e+11          2.267300e+10          87000000.0             None          3.551210e+11            1.878000e+09   4.320520e+11                None                  NaN               None      4.339300e+11       -7.880900e+10          None      3.006710e+11                        NaN          3.006710e+11            NaN       3.064810e+11             3.364000e+09                       None                      NaN          3.111980e+11         -1.052700e+10     1.811000e+09         -3.045000e+09           1.618010e+11           1.587560e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          6.090000e+09              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
30  000001.SZ  20190808   20190808  20190630         2           1        2  1.540300e+10      None         None           None     1.008830e+11              NaN                NaN               None               None           None            None   9.869400e+10             None                    NaN               NaN        9.726000e+09        2.427180e+11           None        1.123600e+10      1.417400e+10         1.069210e+11              NaN                   None       3.754700e+10                None           1.980300e+10     2.162860e+11    2.643200e+10                   NaN            1.520780e+11          1.525900e+10          60000000.0             None          1.673970e+11            9.580000e+08   2.208480e+11                None                  NaN               None      2.218060e+11       -5.440900e+10          None      1.845530e+11                        NaN          1.845530e+11   2.289157e+10       1.527390e+11             3.364000e+09                       None                      NaN          1.568280e+11          2.772500e+10     3.100000e+07         -2.210000e+08           1.618010e+11           1.615800e+11               None                None              None      3.940000e+08       6.500000e+08         5.920000e+08            253000000.0                NaN           NaN        10000000.0        None -8.440000e+08          NaN            -2.529000e+09                    NaN             None      -1.147630e+11       1.081410e+11         NaN              2.643200e+10               None                        None          None       -2.210000e+08          9.665000e+09              None               NaN                  NaN           None  5.143000e+09  5.015000e+09      1.564370e+11      1.567860e+11           1
31  000001.SZ  20190424   20190424  20190331         2           1        1           NaN      None         None           None     6.901000e+10              NaN                NaN               None               None           None            None   5.000400e+10             None           2.613000e+09               NaN        1.790000e+09        1.877910e+11           None        7.595000e+09      5.347000e+09         6.584100e+10              NaN                   None       1.711100e+10                None           5.428000e+09     1.346070e+11    5.318400e+10                   NaN            1.053130e+11          7.500000e+09         238000000.0             None          1.130510e+11            4.090000e+08   1.444320e+11                None                  NaN               None      1.448410e+11       -3.179000e+10          None      7.815400e+10                        NaN          7.815400e+10            NaN       5.835700e+10             8.740000e+08                       None                      NaN          5.923100e+10          1.892300e+10    -1.155000e+09          3.916200e+10           1.618010e+11           2.009630e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          2.959000e+09              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
32  000001.SZ  20190307   20190307  20181231         2           1        4  2.481800e+10      None         None           None     8.456900e+10     1.679100e+10                NaN               None               None           None            None   1.801180e+11             None           9.727000e+09               NaN        5.326700e+10        4.362780e+11           None        1.619400e+10      2.215500e+10         2.871460e+11              NaN                   None       7.643800e+10                None           1.762400e+10     4.936010e+11   -5.732300e+10                   NaN            4.403020e+11          2.637200e+10          92000000.0             None          4.667660e+11            4.619000e+09   4.007650e+11                None                  NaN               None      4.053840e+11        6.138200e+10          None      7.655790e+11                        NaN          7.655790e+11   1.329879e+11       7.408100e+11             5.748000e+09                       None                      NaN          7.465580e+11          1.902100e+10     1.697000e+09          2.477700e+10           1.370240e+11           1.618010e+11               None                None              None      5.700000e+07       1.143000e+09         8.880000e+08            434000000.0                NaN           NaN        12000000.0        None -4.930000e+09          NaN            -3.259000e+09                    NaN             None      -2.196920e+11       1.094690e+11         NaN             -5.732300e+10               None                        None          None        2.477700e+10          3.465000e+09              None               NaN                  NaN           None  5.015000e+09  4.226000e+09      1.567860e+11      1.327980e+11           1
33  000001.SZ  20181024   20181024  20180930         2           1        3           NaN      None         None           None     1.047300e+11     1.896000e+10                NaN               None               None           None            None   1.337400e+11             None           1.227200e+10               NaN        2.053900e+10        3.812320e+11           None        1.293100e+10      2.001100e+10         2.503400e+11              NaN                   None       5.676000e+10                None           3.815300e+10     3.925420e+11   -1.131000e+10                   NaN            3.489140e+11          2.108100e+10         108000000.0             None          3.701030e+11            1.518000e+09   2.946260e+11                None                  NaN               None      2.961440e+11        7.395900e+10          None      5.811790e+11                        NaN          5.811790e+11            NaN       6.125400e+11             5.720000e+09                       None                      NaN          6.182600e+11         -3.708100e+10     2.018000e+09          2.758600e+10           1.370240e+11           1.646100e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          1.019200e+10              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
34  000001.SZ  20180816   20180816  20180630         2           1        2  1.337200e+10      None         None           None     8.192500e+10     1.199400e+10                NaN               None               None           None            None   9.194800e+10             None           1.010000e+09               NaN        2.470000e+10        2.768470e+11           None        9.647000e+09      1.604000e+10         1.652950e+11              NaN                   None       3.514600e+10                None           3.358100e+10     2.693920e+11    7.455000e+09                   NaN            2.416740e+11          1.442400e+10         107000000.0             None          2.562050e+11            6.820000e+08   1.890160e+11                None                  NaN               None      1.896980e+11        6.650700e+10          None      4.010450e+11                        NaN          4.010450e+11   3.165969e+10       3.889200e+11             2.722000e+09                       None                      NaN          3.916420e+11          9.403000e+09     5.180000e+08          8.388300e+10           1.370240e+11           2.209070e+11               None                None              None      6.200000e+07       5.110000e+08         3.710000e+08            226000000.0                NaN           NaN         4000000.0        None -3.478000e+09          NaN            -6.610000e+08                    NaN             None      -1.073400e+11       8.955300e+10         NaN              7.455000e+09               None                        None          None        8.388300e+10          7.189000e+09              None               NaN                  NaN           None  3.786000e+09  4.226000e+09      2.171210e+11      1.327980e+11           1
35  000001.SZ  20180420   20180420  20180331         2           1        1           NaN      None         None           None     5.922700e+10     1.424500e+10                NaN               None               None           None            None   4.450000e+10             None                    NaN               NaN        2.094000e+10        1.830470e+11           None        6.649000e+09      2.578000e+09         7.863900e+10              NaN                   None       1.565800e+10                None           6.870000e+09     1.416050e+11    4.144200e+10                   NaN            1.132660e+11          7.281000e+09                 NaN             None          1.205470e+11            2.700000e+07   1.172980e+11                None                  NaN               None      1.173250e+11        3.222000e+09          None      1.992530e+11                        NaN          1.992530e+11            NaN       1.872000e+11             1.551000e+09                       None                      NaN          1.887510e+11          1.050200e+10    -1.302000e+09          5.386400e+10           1.370230e+11           1.908870e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          1.394400e+10              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
36  000001.SZ  20180315   20180315  20171231         2           1        4  2.318900e+10      None         None           None     1.158030e+11     1.102550e+11                NaN               None               None           None            None   1.547070e+11             None                    NaN               NaN        2.851800e+10        4.112040e+11           None        1.434500e+10      2.367500e+10         2.699770e+11     3.748700e+10                   None       5.916400e+10                None           2.254000e+10     5.299840e+11   -1.187800e+11                   NaN            6.286230e+11          3.094300e+10          32000000.0             None          6.595980e+11            2.817000e+09   6.929120e+11                None                  NaN               None      6.957290e+11       -3.613100e+10          None      9.016440e+11                        NaN          9.016440e+11   2.162176e+11       8.346700e+11             5.535000e+09                       None                      NaN          8.402050e+11          6.143900e+10    -2.918000e+09         -9.639000e+10           2.334140e+11           1.370240e+11               None                None              None      4.292500e+10       9.860000e+08         6.740000e+08            516000000.0                NaN           NaN         7000000.0        None -7.240000e+08          NaN            -7.252000e+09                    NaN             None      -3.470320e+11       1.864200e+11         NaN             -1.187800e+11               None                        None          None       -9.639000e+10          4.407400e+10              None               NaN                  NaN           None  4.226000e+09  4.495000e+09      1.327980e+11      2.289190e+11           1
37  000001.SZ  20171021   20171021  20170930         2           1        3           NaN      None         None           None     3.641000e+09     9.642100e+10                NaN               None               None           None            None   1.133280e+11             None                    NaN               NaN        2.284500e+10        2.388460e+11           None        1.131000e+10      1.996600e+10         2.022650e+11     5.375400e+10                   None       4.425000e+10                None           1.581900e+10     3.968330e+11   -1.579870e+11                   NaN            4.039350e+11          2.414900e+10           4000000.0             None          4.280880e+11            8.570000e+08   4.456980e+11                None                  NaN               None      4.465550e+11       -1.846700e+10          None      7.217190e+11                        NaN          7.217190e+11            NaN       6.449800e+11             5.471000e+09                       None                      NaN          6.504510e+11          7.126800e+10    -2.285000e+09         -1.074710e+11           2.334140e+11           1.259430e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          2.972900e+10              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
38  000001.SZ  20170811   20170811  20170630         2           1        2  1.255400e+10      None         None           None              NaN     6.490700e+10                NaN               None               None           None            None   7.439000e+10             None                    NaN               NaN        1.479600e+10        1.867230e+11           None        8.228000e+09      1.587100e+10         1.385730e+11     4.406200e+10                   None       2.822700e+10                None           1.396000e+10     3.149030e+11   -1.281800e+11                   NaN            3.461000e+11          1.591500e+10           4000000.0             None          3.620190e+11            4.130000e+08   4.201610e+11                None                  NaN               None      4.205740e+11       -5.855500e+10          None      5.315000e+11                        NaN          5.315000e+11   1.814195e+11       4.498100e+11             2.715000e+09                       None                      NaN          4.525250e+11          7.897500e+10    -1.352000e+09         -1.091120e+11           2.334140e+11           1.243020e+11               None                None              None      2.371600e+10       4.790000e+08         3.450000e+08            240000000.0                NaN           NaN         4000000.0        None -2.554000e+09          NaN            -2.834000e+09                    NaN             None      -1.929140e+11       4.284600e+10         NaN             -1.281800e+11               None                        None          None       -1.091120e+11          4.106900e+10              None               NaN                  NaN           None  3.680000e+09  4.495000e+09      1.206220e+11      2.289190e+11           1
39  000001.SZ  20170422   20170422  20170331         2           1        1           NaN      None         None           None              NaN     5.922000e+09                NaN               None               None           None            None   3.559700e+10             None           6.928000e+09               NaN        1.366700e+10        6.433900e+10           None        5.435000e+09      2.747000e+09         8.225100e+10     2.431300e+10                   None       1.357800e+10                None           2.537100e+10     1.793470e+11   -1.150080e+11                   NaN            2.815120e+11          8.120000e+09                 NaN             None          2.896320e+11            1.250000e+08   3.367160e+11                None                  NaN               None      3.368410e+11       -4.720900e+10          None      3.058330e+11                        NaN          3.058330e+11            NaN       2.550000e+11             1.517000e+09                       None                      NaN          2.565170e+11          4.931600e+10    -4.310000e+08         -1.133320e+11           2.334140e+11           1.200820e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          1.717600e+10              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
40  000001.SZ  20170317   20170317  20161231         2           1        4  2.259900e+10      None         None           None     2.677730e+11     1.513800e+10                NaN               None               None           None            None   1.302590e+11             None           4.044300e+10               NaN        6.830000e+09        5.032000e+11           None        1.376200e+10      1.381100e+10         2.958780e+11     4.663500e+10                   None       4.850400e+10                None           6.535000e+10     4.922110e+11    1.098900e+10                   NaN            1.765550e+12          2.797900e+10           9000000.0             None          1.793538e+12            2.772000e+09   1.893109e+12                None                  NaN               None      1.895881e+12       -1.023430e+11          None      7.127900e+11                        NaN          7.327900e+11   9.040633e+10       6.699800e+11             3.550000e+09                       None                      NaN          6.735780e+11          5.921200e+10     4.215000e+09         -2.792700e+10           2.613410e+11           2.334140e+11               None                None              None      4.651800e+10       8.570000e+08         5.870000e+08            496000000.0                NaN           NaN        11000000.0        None  2.555000e+09          NaN            -9.213000e+09                    NaN             None      -3.840910e+11       3.504520e+11         NaN              1.098900e+10               None                        None          None       -2.792700e+10          8.227000e+09              None               NaN                  NaN           None  4.495000e+09  4.119000e+09      2.289190e+11      2.572220e+11           0
41  000001.SZ  20161021   20161021  20160930         2           1        3           NaN      None         None           None     1.135630e+11     7.553000e+09                NaN               None               None           None            None   9.940500e+10             None           7.850000e+08               NaN        7.946000e+09        2.579720e+11           None        1.106000e+10      1.105900e+10         2.391880e+11     5.922000e+10                   None       3.729100e+10                None           2.757600e+10     4.109140e+11   -1.529420e+11                   NaN            1.626197e+12          2.175700e+10                 NaN             None          1.647954e+12            9.060000e+08   1.744210e+12                None                  NaN               None      1.745116e+12       -9.716200e+10          None      6.097640e+11                        NaN          6.297640e+11            NaN       5.031900e+11             3.558000e+09                       None                      NaN          5.067960e+11          1.229680e+11     1.546000e+09         -1.255900e+11           2.613410e+11           1.357510e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          1.447500e+10              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
42  000001.SZ  20160812   20160812  20160630         2           1        2  1.229200e+10      None         None           None     1.114550e+11     3.802800e+10                NaN               None               None           None            None   6.631900e+10             None                    NaN               NaN        2.167000e+09        2.375890e+11           None        8.384000e+09      9.885000e+09         1.577090e+11     1.680700e+10                   None       2.588800e+10                None           2.791100e+10     2.707870e+11   -3.319800e+10                   NaN            9.940340e+11          1.407000e+10                 NaN             None          1.008104e+12            6.000000e+08   1.131405e+12                None                  NaN               None      1.132005e+12       -1.239010e+11          None      4.204530e+11                        NaN          4.404530e+11   8.814904e+10       3.294000e+11             3.550000e+09                       None                      NaN          3.329980e+11          1.074550e+11     1.448000e+09         -4.819600e+10           2.613410e+11           2.131450e+11               None                None              None      2.000000e+10       4.000000e+08         2.850000e+08            226000000.0                NaN           NaN         5000000.0        None  6.955000e+09          NaN            -3.053000e+09                    NaN             None      -2.144200e+11       1.540940e+11         NaN             -3.319800e+10               None                        None          None       -4.819600e+10          1.346100e+10              None               NaN                  NaN           None  3.594000e+09  4.119000e+09      2.095510e+11      2.572220e+11           0
43  000001.SZ  20160421   20160421  20160331         2           1        1           NaN      None         None           None     1.083250e+11              NaN                NaN               None               None           None            None   3.286000e+10             None                    NaN               NaN        6.140000e+08        1.595080e+11           None        5.904000e+09      2.689000e+09         5.397300e+10              NaN                   None       1.247100e+10                None           9.194000e+09     1.002400e+11    5.926800e+10                   NaN            4.095090e+11          7.219000e+09                 NaN             None          4.167280e+11            2.360000e+08   5.112730e+11                None                  NaN               None      5.115090e+11       -9.478100e+10          None      1.674200e+11                        NaN          1.874200e+11            NaN       1.348800e+11             6.120000e+08                       None                      NaN          1.355400e+11          5.188000e+10    -1.710000e+08          1.619600e+10           2.613410e+11           2.775370e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          9.124000e+09              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
44  000001.SZ  20160310   20160310  20151231         2           1        4  2.186500e+10      None         None           None     1.250000e+11     2.350000e+08                NaN               None               None           None            None   1.308490e+11             None                    NaN               NaN        1.231700e+10        3.617440e+11           None        1.287100e+10      1.510600e+10         2.162550e+11     5.472000e+09                   None       6.332000e+10                None           3.400000e+10     3.635700e+11   -1.826000e+09                   NaN            7.329200e+11          2.658800e+10                 NaN             None          7.595080e+11            3.534000e+09   8.522000e+11                None                  NaN               None      8.557340e+11       -9.622600e+10          None      3.707960e+11                        NaN          3.807360e+11   7.502549e+10       2.032100e+11             3.349000e+09                       None                      NaN          2.065590e+11          1.741770e+11     1.760000e+09          7.788500e+10           1.834560e+11           2.613410e+11               None                None              None      3.048500e+10       7.310000e+08         6.230000e+08            423000000.0                NaN           NaN         9000000.0        None -7.100000e+07          NaN            -2.137000e+09                    NaN             None      -1.488860e+11       1.171130e+11         NaN             -1.826000e+09               None                        None          None        7.788500e+10          3.136000e+09              None               NaN                  NaN           None  4.119000e+09  4.159000e+09      2.572220e+11      1.792970e+11           0
45  000001.SZ  20151023   20151023  20150930         2           1        3           NaN      None         None           None     2.393980e+11     8.030000e+08                NaN               None               None           None            None   9.879300e+10             None           3.295000e+09               NaN        9.944000e+09        4.238790e+11           None        9.895000e+09      1.173700e+10         2.007840e+11     8.179000e+09                   None       4.740400e+10                None           2.633500e+10     3.318940e+11    9.198500e+10                   NaN            5.775050e+11          2.104400e+10                 NaN             None          5.985490e+11            2.444000e+09   6.308660e+11                None                  NaN               None      6.333100e+11       -3.476100e+10          None      2.580960e+11                        NaN          2.680360e+11            NaN       1.062300e+11             3.349000e+09                       None                      NaN          1.095790e+11          1.584570e+11     7.230000e+08          2.164040e+11           1.834560e+11           3.998600e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          4.989000e+09              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
46  000001.SZ  20150814   20150814  20150630         2           1        2  1.158500e+10      None         None           None     3.108380e+11     1.410000e+08                NaN               None               None           None            None   6.595800e+10             None           4.379000e+09               NaN        3.303000e+09        4.474340e+11           None        7.434000e+09      8.188000e+09         1.699590e+11              NaN                   None       3.373200e+10                None           2.118500e+10     2.649120e+11    1.825220e+11                   NaN            2.541820e+11          1.447500e+10                 NaN             None          2.686570e+11            1.692000e+09   3.168780e+11                None                  NaN               None      3.185700e+11       -4.991300e+10          None      1.234790e+11                        NaN          1.334190e+11  -1.500325e+11       5.838000e+10             3.349000e+09                       None                      NaN          6.172900e+10          7.169000e+10    -1.700000e+08          2.041290e+11           1.834560e+11           3.875850e+11               None                None              None      1.292300e+10       3.390000e+08         3.060000e+08            187000000.0                NaN           NaN         1000000.0        None  1.626000e+09          NaN            -2.587000e+09                    NaN             None      -1.271730e+11       2.977480e+11         NaN              1.825220e+11               None                        None          None        2.041290e+11          9.390000e+08              None               NaN                  NaN           None  4.673000e+09  4.159000e+09      3.829120e+11      1.792970e+11           0
47  000001.SZ  20150424   20150424  20150331         2           1        1           NaN      None         None           None     7.704300e+10     1.318000e+09                NaN               None               None           None            None   3.134100e+10             None           1.820000e+08               NaN        3.210000e+08        1.670920e+11           None        5.135000e+09      2.669000e+09         1.025000e+11              NaN                   None       1.741600e+10                None           2.164000e+10     1.555970e+11    1.149500e+10                   NaN            1.221850e+11          6.843000e+09                 NaN             None          1.290280e+11            1.251000e+09   1.505470e+11                None                  NaN               None      1.517980e+11       -2.277000e+10          None      5.571700e+10                        NaN          5.571700e+10            NaN       2.005000e+10             6.120000e+08                       None                      NaN          2.066200e+10          3.505500e+10    -1.980000e+08          2.358200e+10           1.834560e+11           2.070380e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          1.656000e+09              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
